Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
2022-10-01 14:30:00,FC Koln,Dortmund,3,2,H,3.28,3.84,2.09,1.58,2.38,1523.32,1521.58,1.74,1.2,1.0,1,3,1,1.0,1.2,3,0,2,0,0,0,0.0,0.0
2022-10-01 17:30:00,Werder Bremen,M'gladbach,5,1,H,2.58,3.76,2.56,1.55,2.47,1510.29,1511.66,-1.38,1.8,1.6,2,1,2,1.0,0.4,2,2,1,0,0,0,0.0,0.0
2022-10-02 14:30:00,Hertha,Hoffenheim,1,1,D,2.82,3.73,2.37,1.59,2.38,1477.09,1526.27,-49.18,1.0,1.0,1,2,2,1.6,0.4,3,1,1,0,0,0,0.0,0.0
2022-10-02 16:30:00,Schalke 04,Augsburg,2,3,A,1.98,3.66,3.76,1.79,2.04,1459.3,1505.68,-46.39,1.0,1.8,1,2,2,0.6,1.0,2,0,3,0,0,0,0.0,0.0
2022-10-07 19:30:00,Hoffenheim,Werder Bremen,1,2,A,2.03,3.91,3.42,1.56,2.44,1510.58,1525.98,-15.4,1.2,0.6,2,2,1,2.2,1.4,2,1,2,0,0,0,0.0,0.0
2022-10-08 14:30:00,Leverkusen,Schalke 04,4,0,H,1.46,4.91,6.53,1.5,2.59,1466.43,1443.94,22.49,1.6,2.0,1,2,2,1.4,2.4,1,1,3,0,0,0,0.0,0.0
2022-10-08 14:30:00,Mainz,RB Leipzig,1,1,D,3.03,3.58,2.32,1.76,2.1,1496.18,1501.05,-4.88,0.8,2.0,1,1,3,1.8,1.4,3,0,2,0,0,0,0.0,0.0
2022-10-08 14:30:00,Bochum,Ein Frankfurt,3,0,H,3.87,3.89,1.9,1.65,2.28,1430.84,1511.71,-80.87,0.4,2.2,0,1,4,2.6,1.0,4,0,1,0,0,0,0.0,0.0
2022-10-08 14:30:00,Augsburg,Wolfsburg,1,1,D,2.96,3.42,2.43,1.92,1.91,1504.53,1480.09,24.44,1.0,1.0,3,0,2,1.2,2.0,2,0,3,0,0,0,0.0,0.0
2022-10-08 17:30:00,Dortmund,Bayern Munich,2,2,D,4.41,4.7,1.66,1.36,3.19,1522.1,1533.11,-11.01,1.0,1.2,3,0,2,1.6,1.0,1,3,1,0,0,0,0.0,0.0
2022-10-09 14:30:00,M'gladbach,FC Koln,5,2,H,2.0,3.89,3.51,1.62,2.34,1527.16,1507.82,19.35,1.0,1.4,1,2,2,1.6,1.2,2,2,1,0,0,0,0.0,0.0
2022-10-09 16:30:00,Hertha,Freiburg,2,2,D,3.06,3.47,2.34,1.88,1.95,1480.29,1549.15,-68.86,1.2,1.0,1,3,1,1.2,0.6,3,2,0,0,0,0,0.0,0.0
2022-10-09 18:30:00,Stuttgart,Union Berlin,0,1,A,2.61,3.23,2.87,2.15,1.72,1447.02,1562.04,-115.02,1.2,1.8,0,3,2,2.0,0.8,3,1,1,0,0,0,0.0,0.0
2022-10-14 19:30:00,Schalke 04,Hoffenheim,0,3,A,3.66,3.77,1.99,1.68,2.21,1431.78,1522.74,-90.95,1.2,2.0,1,1,3,1.2,1.0,1,2,2,0,0,0,0.0,0.0
2022-10-15 14:30:00,Wolfsburg,M'gladbach,2,2,D,2.64,3.62,2.6,1.65,2.27,1482.11,1525.14,-43.04,1.4,1.8,2,1,2,1.8,1.6,2,1,2,0,0,0,0.0,0.0
2022-10-15 14:30:00,Werder Bremen,Mainz,0,2,A,2.36,3.6,2.94,1.71,2.17,1509.69,1512.46,-2.77,2.0,0.8,3,1,1,1.0,1.6,1,2,2,0,0,0,0.0,0.0
2022-10-15 14:30:00,Stuttgart,Bochum,4,1,H,1.65,4.04,5.24,1.78,2.06,1461.32,1416.54,44.79,1.2,2.0,0,2,3,1.0,2.0,1,1,3,0,0,0,0.0,0.0
2022-10-15 14:30:00,Ein Frankfurt,Leverkusen,5,1,H,2.75,3.64,2.48,1.63,2.31,1524.76,1453.37,71.39,1.8,1.0,3,0,2,1.8,2.0,1,2,2,0,0,0,0.0,0.0
2022-10-15 17:30:00,RB Leipzig,Hertha,3,2,H,1.41,5.02,7.36,1.54,2.49,1515.16,1466.18,48.98,1.6,1.6,2,1,2,1.6,1.2,1,4,0,0,0,0,0.0,0.0
2022-10-16 14:30:00,FC Koln,Augsburg,3,2,H,1.69,4.17,4.72,1.61,2.34,1522.67,1489.67,33.0,2.0,2.2,2,1,2,1.2,1.0,3,1,1,0,0,0,0.0,0.0
2022-10-16 16:30:00,Union Berlin,Dortmund,2,0,H,2.98,3.48,2.39,1.92,1.91,1575.32,1508.82,66.5,1.0,0.6,3,1,1,1.2,1.6,2,1,2,0,0,0,0.0,0.0
2022-10-16 18:30:00,Bayern Munich,Freiburg,5,0,H,1.27,6.32,10.47,1.36,3.17,1548.8,1533.45,15.35,1.8,1.2,1,3,1,1.4,1.0,2,3,0,0,0,0,0.0,0.0
2022-10-21 19:30:00,Mainz,FC Koln,5,0,H,2.18,3.53,3.36,1.76,2.09,1527.9,1507.23,20.67,1.2,1.6,1,2,2,1.8,2.2,2,1,2,0,0,0,0.0,0.0
2022-10-22 14:30:00,Hoffenheim,Bayern Munich,0,2,A,5.77,4.97,1.5,1.33,3.38,1508.86,1562.68,-53.82,1.8,0.8,2,2,1,2.6,1.0,2,2,1,0,0,0,0.0,0.0
2022-10-22 14:30:00,Leverkusen,Wolfsburg,2,2,D,1.72,4.23,4.5,1.59,2.4,1454.61,1480.87,-26.26,1.6,2.4,1,2,2,1.4,1.4,2,2,1,0,0,0,0.0,0.0
2022-10-22 14:30:00,Dortmund,Stuttgart,5,0,H,1.55,4.48,5.84,1.59,2.39,1521.78,1448.36,73.42,1.0,2.0,1,1,3,1.8,2.0,1,1,3,0,0,0,0.0,0.0
2022-10-22 14:30:00,Freiburg,Werder Bremen,2,0,H,1.93,3.81,3.84,1.65,2.28,1547.43,1495.72,51.71,0.8,1.6,1,3,1,1.6,1.2,2,1,2,0,0,0,0.0,0.0
2022-10-22 14:30:00,Augsburg,RB Leipzig,3,3,D,5.45,4.43,1.58,1.57,2.42,1490.77,1514.06,-23.29,1.6,1.2,3,1,1,2.2,1.2,3,1,1,0,0,0,0.0,0.0
2022-10-22 17:30:00,M'gladbach,Ein Frankfurt,1,3,A,2.34,3.78,2.87,1.59,2.38,1510.13,1539.78,-29.65,2.2,1.8,2,2,1,2.0,1.2,3,0,2,0,0,0,0.0,0.0
2022-10-23 14:30:00,Bochum,Union Berlin,2,1,H,4.27,3.47,1.93,2.08,1.77,1437.95,1553.91,-115.96,1.2,2.4,1,1,3,1.2,0.4,4,0,1,0,0,0,0.0,0.0
2022-10-23 16:30:00,Hertha,Schalke 04,2,1,H,1.76,3.89,4.59,1.72,2.15,1479.7,1418.26,61.44,1.6,1.8,0,4,1,1.0,2.4,1,0,4,0,0,0,0.0,0.0
2022-10-28 19:30:00,Werder Bremen,Hertha,1,0,H,2.05,3.83,3.4,1.58,2.4,1510.03,1465.39,44.63,1.6,1.4,2,1,2,1.6,1.6,1,3,1,0,0,0,0.0,0.0
2022-10-29 14:30:00,Bayern Munich,Mainz,6,2,H,1.25,6.74,10.46,1.31,3.37,1576.18,1514.4,61.79,2.6,0.6,3,1,1,2.0,0.8,2,2,1,0,0,0,0.0,0.0
2022-10-29 14:30:00,RB Leipzig,Leverkusen,2,0,H,1.81,4.02,4.16,1.51,2.53,1526.52,1442.15,84.37,2.2,1.8,2,2,1,1.6,2.4,1,2,2,0,0,0,0.0,0.0
2022-10-29 14:30:00,Stuttgart,Augsburg,2,1,H,1.82,3.88,4.25,1.73,2.12,1465.18,1473.95,-8.77,1.4,2.6,1,0,4,2.0,1.8,2,2,1,0,0,0,0.0,0.0
2022-10-29 14:30:00,Wolfsburg,Bochum,4,0,H,1.69,4.11,4.76,1.72,2.14,1494.02,1424.79,69.23,1.6,1.8,1,3,1,1.4,2.0,2,1,2,0,0,0,0.0,0.0
2022-10-29 17:30:00,Ein Frankfurt,Dortmund,1,2,A,2.81,3.67,2.4,1.59,2.36,1524.0,1537.56,-13.55,2.6,1.2,4,0,1,2.0,1.4,2,1,2,0,0,0,0.0,0.0
